score,filtered_nouns_str,label
5,,1
5,요,1
1,업그레이드 무오 무자 주해,0
1,모든 일정 하나로 합치 댓글 그동안 댓글 아이디어,0
1,갸 능 직지 드싷,0
4,갤러리 저장,1
3,안드로이드 태블릿 용,0
5,인터넷,1
5,,1
1,서비스 동의 페이지 하라 선물,0
3,새 온 실행,0
5,,1
5,시스템,1
1,,0
1,갤럭시 할머니 글씨체 적용 수,0
4,정보 유의,1
5,상메 최소 숫자,1
5,휴대폰결제 한도 만원,1
4,김혜림 김진일 박지혜 별표 다음카카오 정보처리 방침 명보 킹 곰돌 방송국 사랑 해,1
3,더욱,0
1,이모티콘 기프트카드,0
5,도 도착,1
5,,1
1,업댓 원래 주시,0
5,,1
5,소통 최고,1
1,상담 보유,0
1,광고,0
5,된거 삭제 차단 삭제,1
5,매우 잼,1
4,선물 플레이스토어 기프티콘 살 수,1
5,,1
5,삭제,1
5,,1
5,선물 함 방법 고치,1
5,스마트폰 조상,1
1,백업 백업 는걸 개별 임,0
5,오늘 개발자 주 처음 정지 최대 정지 말 날짜 보기 위해 약 일정 지난 시점 정지 처음 인지 누나 통해 알 하루 정지 오늘 중 개발자 포함 화이팅 고객 센터 정지 시점 와이파이 시점,1
3,홍진영 광고 보고 수 것읻,0
5,된거,1
1,,0
1,휴대폰 방,0
1,삭제 무제한,0
4,업로드,1
4,부 계정 듀얼 메신저,1
5,하트,1
2,임시조치,0
5,,1
4,,1
3,전,0
2,상태 복,0
5,재미 니,1
5,멀리 사람과 편 허기 수,1
5,리하,1
4,회의 중이 후 연락 회의 중이 후 연락,1
5,굿 만,1
5,,1
5,,1
1,운영,0
3,정보 인생 삶 일부 파이팅,0
1,다시다 계정,0
5,무조건 아시,1
3,관리 새로고침 해결,0
5,날로 날로 발전 싸이월드 처럼 트온 도 서서히,1
1,이모티콘 선물 택시 이중 결제 환불,0
1,정지 이건,0
3,,0
1,허울 명분 국민 감시,0
1,주말 내내 재앙 수준 이슈 은한 듯 국민 참사 몸집 돈버는데 눈 투자 쫌 일도쫌 하라 말 패 싱하 광고 돈 뿌리 투자 돈 눈 국민 또패싱할듯,0
1,,0
1,워치 왜만듬,0
5,,1
3,차단 삭제 쇼 꼭지 라카 차단 드 걸왜,0
2,방 선택,0
1,옾챗 지인 옾정이 악한 감정 사서 고의 신고 정지 먹음 해결,0
1,상담사 홈페이지 문의 해도 답 운영 식 고객 볼 상담,0
5,잘되지,1
4,아이패드 안드로이드 태블릿 대해 서도 지원,1
2,못 해,0
5,,1
5,본인 점,1
1,폰 데,0
1,진동 버그,0
5,지인 소통 수 매체,1
3,회사 입력,0
5,누군가 신고 방 수,1
5,생활 속 도움,1
4,,1
4,오픈체팅 수,1
3,예약 전송,0
2,진동 진동,0
1,계정 좀바 해 계정 계정 잘못 안 옴,0
1,파악,0
5,,1
1,파 빵빵 함,0
5,,1
3,오늘 오전 먹통 실행 불가,0
3,약 유저 정책 위반 정지 평소 위반 행동 위반 정지 전화번호,0
1,창 광고 기도 오지 무거,0
5,최고 프로그램,1
5,옹 데이터,1
5,와우 생활,1
3,업 그리드 자주,0
1,꼭 광고,0
1,정지 옾쳇,0
3,,0
3,,0
1,하내,0
1,분리 최악,0
5,이모티콘 짱,1
4,덕분,1
5,,1
3,문제 답변 수,0
4,옛날 사운드 몇개 장난꾸러기,1
5,알 수 방법,1
1,해킹 정지 정지 디엠,0
5,멀리 대답 최고,1
1,이모티콘 플러스 광고,0
1,뭐 금지 실망,0
3,소통 벗,0
2,하나요,0
5,강추 추천 웞슴,1
5,노래 맛,1
1,은행 루팅 단말,0
5,,1
5,탈퇴 이메일 재 가입,1
5,,1
5,목요일 샘풀 오늘 품 개봉 홈앤쇼 핑,1
5,,1
1,진행,0
2,정지 해하,0
5,핸펀,1
1,짐 문자 데이터 뭘,0
2,트 드 어르신,0
5,완전,1
1,못,0
5,현대인 필수 완전 싸랑,1
1,거입 얘기,0
5,유튜버 사물 궁 티비 이모티콘 출시,1
5,다운,1
4,탈퇴 후 뒤 접속 접속,1
5,,1
3,영상 초 짫아,0
2,구형 폰,0
5,형 점 줄 해,1
5,식이 이모티콘 판매,1
4,욕 차지,1
1,기록 사라 졋습,0
5,,1
4,태블릿 모드 업글 별 광고,1
4,안 숫자 볼 수 막 페메 처럼,1
1,신고,0
5,죄송 불난 사랑 파이팅 안전 조심,1
5,말 뭐해 문자,1
1,워치 애플 하청,0
3,동영상 크기,0
1,별로,0
4,강퇴,1
5,꼬우 니 개발자 왓츠앱,1
4,닉네임 기억 안남,1
5,,1
1,,0
1,가안 가안,0
5,애,1
5,나라 지역 가족 걱정 연락,1
5,믿음,1
5,현재 제일,1
1,걸,0
3,옾챗 강퇴 오류,0
3,핸드폰 전 복구 방법,0
5,매우,1
1,신고 내 방 잘못 신고 정지,0
3,오픈챗팅 챗팅 욕 분 챗팅 신고,0
3,업뎃됬어 짱,0
4,뷰 업뎃되,1
1,,0
5,프로그램,1
4,,1
1,광고,0
5,전송 겟어,1
1,업그레이드 요,0
1,소니 광고 뭔가,0
5,,1
5,옾챗 방장 변경 방장 지정,1
1,뷰 쇼핑,0
1,강제,0
3,안드로이드 애플 폰트,0
5,소통,1
5,말,1
2,상대방 사정 통화 종료,0
5,모든 뭐 계세 오늘 하루 시작,1
1,차단 삭제,0
1,버젼 원래 부탁,0
1,신고 잘못 정지 불편,0
1,개조깥 디자인 기 대갈 빡 부숴,0
5,짱,1
5,,1
5,사물 의견 공감 장점 사려,1
5,생활 도움,1
1,광고,0
2,실행 주소록 멈췼,0
1,정지 먹이 뭐,0
1,보안 별로 이차,0
5,튕,1
1,커버,0
5,이보 소통,1
2,운영자 본론 말 이메일 문제 이메일 변경 아이디 연관 변경 이메일 아이디 변경 답변 아이디 이메일 변경 답변,0
5,요강 추,1
5,,1
5,맟,1
5,삭제 불쑥 주어,1
4,전황 요금 통장 자동 이체,1
3,요,0
5,매일 매일 주식 벌써 주 최고,1
5,다운 가입 가입 뭘 서비스 정책,1
3,복구,0
1,남 의견 어보 지도 정지 뭐임,0
5,,1
3,게임 톡겔린더 채널,0
5,음,1
5,감정 표현 이모티콘 물음표 옄,1
1,려고 튕 요,0
5,좀처럼 유,1
1,광고,0
5,고항 마음,1
1,가지가지 가지 가지 리뷰 따윈 신경 도 필 요 진심 별 도 공짜 이건 뭐 멋대로 밀고 쓰기 처음 나이 분 나이 분 리뷰 마이 이야기 끝 이건 무시,0
2,사장 계정 비번 퀴즈 야합,0
5,창 안,1
5,음 불만,1
1,허구 날 알람,0
4,삭제 보임,1
5,말,1
5,감정 표현,1
1,옾챗 방장 차단 차단,0
1,고객 센터 점검 안 뭐 니,0
5,,1
5,뮤직 벨링 다운로드,1
1,,0
5,짱짱 못 절친 애기,1
5,,1
5,,1
1,거지,0
1,계정 임시조치 현재 어떡 된거,0
1,정리,0
1,,0
4,해도 데이터 꽤 어유,1
5,정보,1
5,리지,1
3,핸드폰 로그아웃 수,0
5,작작 하자,1
2,,0
1,광고,0
5,,1
1,계정 추천,0
1,정지 사기,0
5,서모 정보망 발명 분 높이 평가 생활 도움,1
1,폰 가입,0
5,,1
5,발전 기원,1
5,,1
4,,1
4,문자 주시,1
4,뮤직 음원 개수 배경 동영상 시간제,1
5,말,1
1,된거,0
5,,1
5,할껀 데 데,1
3,배경 두산,0
3,운영 정책 신고 당한,0
4,카드,1
1,성인 말 입 삭제 뇨 망정,0
2,튕겨,0
5,말 국민,1
5,발전,1
5,저가 브롤 스타즈 방 클랜 홍보 말 홍보 햇 신고 햇 신고 보지 전 신고 클랜 홍보 햇 고 신고 조치 좀취 영구 정지,1
1,본인 방법 땜 내 폰 다날 뻔 함,0
3,커버 법 삭제 대체 뭐,0
5,여러가지 정보,1
5,자주,1
5,얼굴 보고 영상통화,1
1,동작 안함,0
1,어제 오늘 뭔가 날 고요,0
1,새벽 튕김,0
5,서치 안 해결 방법,1
5,폰 바꿧는데 다운로드 대기,1
5,료,1
1,부분 점검,0
4,멀티 불륜,1
2,본인 증 생일 선물,0
1,,0
5,영상통화 가요,1
5,이의 완 소품,1
2,트리 하나요,0
1,튕겨지,0
5,매우,1
3,갤럭시 워치 용 안만듭 못만듭,0
4,메시지 삭제,1
5,도 연락 훨신,1
5,모든 화이팅,1
5,,1
1,해킹,0
5,,1
1,불순 의도 조장 멀티,0
5,매우 조음 비즈니스 최고,1
4,오늘 생일 생일 표시 가요,1
2,카카 계정 고객 센터 문의 건 답장,0
3,영상통화 명,0
1,광고 위,0
1,광고,0
1,부레 게 정지,0
5,,1
3,,0
5,기요 계정 방법,1
5,전화 대신 해도 쟁쟁,1
5,걸,1
1,슬라이드 롤백,0
5,가람이 별,1
5,완전,1
1,아침 튕,0
5,소식 전하,1
1,,0
1,서랍 구독,0
5,다운,1
2,겜 멉,0
4,마다 튕 된거,1
1,죄송햐 변태 샤끼,0
1,상대방,0
5,소통 제일,1
4,삼성 폰트 창,1
3,도대체 허위 신고 정지 몇번 게 다짜고짜 운영 정책 위반 하나요 버그 허위 신고 개선 안 뭐 도배 음란물 전송 걸 거도 고작 허위 신고 말 운영 정책 위반 생전 정지 안 먹이 허위 신고 정지 신고 도배 허위 신고 말 떼 개선 거도 개선,0
5,모로 도움,1
5,옾정 아무 유유 차,1
1,트,0
1,해킹 이계정 삭제 문의 전화,0
5,화이팅,1
5,이모티콘,1
5,해킹 딘 임시조치,1
3,라이브,0
1,아이디 데이터,0
5,,1
2,계정 정지 대처 방법,0
5,영웅 모습 보기 욤,1
4,,1
4,초코 모디 콘 사고,1
1,안대 도안 대구,0
1,빨 리좀 해결,0
4,이모티콘,1
1,결제,0
5,역시,1
5,분위기 맛 최고,1
5,여러 생활,1
5,뭐 문어 발 사업 확장 소비자 기업 공격 정서,1
5,,1
1,전화 이겄 제작자,0
3,색깔 연해,0
2,버벅거리 실행,0
1,체팅 기술 도입 한시,0
4,한국인 천만 명,1
1,방 방 알람,0
3,맘 방 안,0
5,,1
4,,1
5,삭제,1
5,,1
1,게 거실,0
5,젼나 웃기,1
5,감사,1
1,기프티콘 계정 정지,0
5,소통,1
5,매우,1
1,방금 옾챗 정지 사람인 정지,0
4,진동 진동,1
3,삭제,0
5,매우,1
5,매우,1
1,삭제 안,0
1,삭제 삭제,0
5,정지 최대,1
1,데이터 밨,0
5,,1
1,먹통 가요 머,0
5,자주 의사 소통 가장,1
1,신고 재도 뭐 만하 위반,0
1,광고,0
4,자주,1
1,뉴스 칸 네이버,0
5,늘,1
4,일상생활 도움,1
1,탈퇴 이메일 엄마,0
1,삭제 삭제,0
5,공유,1
1,데이터 센터 화재 말 백업 센터 말 잔 주가 폭락 관리 안,0
3,요 정지 지인 장난 욕설 걸 새벽 시 운영 정책 위반 정지 만 문의 불구 아무 대답 옾챗 대부분 입장 답장 부분 문제 주의 부분 인지도 정지 부분 화가,0
1,,0
2,보통,0
1,,0
3,방 욕설 욕설 금지,0
1,인스타 차려,0
1,,0
4,갤럭시 아이콘 테마 변경,1
5,방 구석 개돼지,1
5,깨똑,1
4,,1
1,내 영상 글 삭제,0
5,,1
4,,1
5,항상,1
1,내 카페인 글,0
1,도 뷰,0
1,점 점 쓰레기 기업 정지 맥,0
1,모바일,0
5,늘 감사 사업자 고객 사랑 축복,1
5,,1
5,이모티콘,1
3,남,0
5,생활 필수 개정 도로 자녀 날 기념,1
5,구성 스토리 잔,1
5,화,1
5,선물 통해 기념일 선물 준 상대방 생일도 래시 화답 선물 서비스 서비스,1
3,자주,0
5,규글,1
4,실행 조치,1
1,난 정지 시킴,0
5,태블릿 피씨,1
1,고객 센터 전화 박것,0
3,원래 여요,0
5,짱 음 음,1
1,체팅방위 광고,0
4,최신 날짜 정렬 슈,1
1,,0
5,굿 이모티콘 원아 면 부탁 드림,1
5,이기 기대,1
1,챗 팅일반챗팅 합치 하라 옵션,0
1,안,0
5,,1
5,실수,1
1,저장,0
1,접종 정보 오류 뜸,0
4,방 숨기 기도,1
1,갤럭시탭,0
3,중간 중간 먹통,0
1,후 이모티콘 쓰기 욕구,0
1,그룹,0
1,초심 개떡,0
1,선물 쇼핑 관동 페이지 오류 가요,0
3,배경 변경,0
5,,1
3,이모티콘 살때 결제 수,0
1,읍니,0
1,이름 겹칠 수도 아무 죄 내 맘데 열,0
3,정보,0
1,광고 뭐임 삭재 변애,0
1,삭제,0
4,별로,1
5,,1
5,결제 예정 금액 렉,1
3,방 순서 임의 수,0
1,트 늣,0
5,장점,1
1,튕기 안,0
4,갈수록 삶 관여 사실,1
2,,0
3,중단,0
5,,1
5,조 요,1
4,활용,1
5,게임,1
1,명의 핸폰이 뭐,0
5,수,1
1,보기 예전,0
5,기본,1
5,상단 고정,1
5,리뷰,1
3,삼성 은 가능 요,0
5,갤탭업뎃 고대 긔있기없긔,1
5,공지 몇개 모자라,1
5,,1
4,만해,1
1,중단 오류 신고,0
5,,1
4,전송 버스 도착,1
5,고마 구글 화이팅,1
1,전혀,0
1,로그아웃,0
5,오늘 하루,1
2,로그아웃 된거,0
2,,0
1,업뎃후 안드 가짐,0
5,,1
1,개인 못 선생님 말씀 못 오늘 중지 댓글 보 못 이메일 답변 해도 고치 중 문제 중이 양해 부탁 양해 을해 아무 답변 선생님 말씀 빨 리조,0
1,광고 데,0
1,메시 저가 포럼,0
5,갠취,1
1,잛보던 뷰 젔 실시간 기사 점점 흥미,0
5,임시조치 뭐,1
1,주 정지 옾챗 정지 기준 뭐임,0
1,정지,0
1,구림 애 연락 용도 페메 진작,0
1,돈,0
1,안,0
2,어제,0
5,욕 땐 자로,1
5,최고,1
1,정지 먹이,0
5,방법,1
3,도티 짬 뜰 수현 초초,0
5,구글 문제 응원,1
5,운영자 찜통 더위 수고 채탕방 재발 쫌 오늘 재 쫌 코로나 조심 수고,1
5,굿,1
1,신고 하자 개설,0
4,말 다카,1
1,문의,0
3,자고 대화방,0
5,키카 소통,1
1,광고 뭥미,0
4,,1
1,뷰 갑작스레 뭐 증말,0
1,서버 계정,0
1,애 애 중지 고치,0
1,삭제 요일 리리,0
5,일상 꼭 동반,1
1,방 신고 먹이,0
3,와이파이 수,0
1,커버 부활,0
5,콤보 오늘 하루 마무리 내일,1
3,아이폰 내 글씨체 갤럭시,0
1,의무감 날 구속,0
1,지굼 도데 뭐 턱 임티 선물 그거,0
3,문자,0
1,중지,0
5,,1
5,안 캘린더 생일 문제 가요 생일도 비공개,1
5,정지,1
3,갤탭 지원,0
5,,1
5,책갈피 원래,1
1,보드 듯,0
4,편,1
5,톱니바퀴 터치 역표시 갤럭시,1
4,,1
4,갤럭시 폰트 변경 수,1
5,룹 활동,1
1,실어 거웨 채안 애 쵀악 이내 요별 게줄,0
5,최고 임,1
1,일전 먹통,0
3,옾챗 이외 렉,0
1,튕겨 문제점,0
1,여요,0
1,기종은,0
2,정지 풀 방법 지나,0
1,그룹 콜 목소리 마구,0
1,조치,0
5,복구 만료,1
5,,1
1,말 방향 원래 꼭 의견,0
5,,1
5,,1
2,광고 초대 단체 주식 광고 연결 애초 초대 거부 불가능 강제 연결 방 개인 초대 거부 매우 불만족,0
4,사업 고정 고객 관계 업무 단체 방 운영 해제 하나요,1
5,터치 해도 업그레이드 요,1
5,의사 말,1
4,프로그램,1
5,뱃지 안,1
1,,0
1,,0
1,에이 톤 스트레스,0
3,프티 쇼 문자 오니 적응 안 지도 유,0
1,강압 보고,0
5,,1
2,안드로이드 태블릿 중복 적용,0
5,통화 료,1
1,대기,0
5,이모티콘 살수,1
5,분신,1
1,똑바로 관리 등신,0
5,,1
4,프리 파라 곡 제생,1
1,돈,0
4,,1
3,,0
1,저번 허위 신고 다가 요 욕 뭐 걸 수다 정지 데 정지,0
1,아래 임 이해,0
1,홈앤쇼핑,0
1,갤럭시탭 용 대체 지원 하나요,0
3,해주 료,0
3,광고,0
2,페메 조음 해,0
1,꼴깝 니 마음 이따 삭제 하라 고해 말 꼴깝 어지간,0
4,화이팅,1
5,사랑,1
5,경험 관 설명 선택 사항,1
1,아늬 뭐 주기도,0
3,전화번호 막 장난 자제,0
3,무한,0
4,자주,1
5,,1
3,기존 이모티콘,0
5,액션콘 무적,1
1,주변,0
1,신규,0
5,습,1
4,해킹 보안,1
5,노래 멀티 노래,1
3,뭐 옾 정이,0
2,중단,0
2,존경 임 직원 현재 이용자 인연 카드 개수 제외 또래 이용자 불만 생기 당황 임 직원 카드 개수,0
2,표현,0
1,하라 머,0
5,,1
5,오류 오류 서버 꺄 아악,1
1,튕겨 가산 이모티콘 다날 가내 복구 안,0
1,점,0
1,,0
5,,1
2,허위 신고 허위 신고 땜 정지,0
5,동영상,1
5,,1
5,듀얼 가요,1
3,최신 번전 요,0
1,비번 변경 퀴즈,0
1,뭘 식제,0
5,사랑,1
2,걸 컴터 처럼 안,0
1,영통 오류 머,0
5,대해,1
5,한국인 라면 메신저,1
1,쓰기 불편,0
1,입력 창 가요,0
5,매우 일상생활,1
5,소통 중 해도 과언,1
5,임 님 욕 드릅 운영 정책 정지됫다 답 버그 도 평점 점 녜,1
4,허위 신고,1
5,말 뭐,1
4,안 계정,1
5,,1
5,코 모로 가능 칭찬 도조 금은 불만 스리 강제 정지 상태 가요 전화 스 폰 구정 전날 복수 삭제 구정 전날 스마트폰 가게 는문닥 폰 영업 택시 구정 준비 분도 저리 분 분 나우 통신 가면 급피 택시 타고 약분 정도 거리 정도 비용 계전 밖 구고 비밀번호 밖 서요 삭제 명절 쉬 날 마음 군데 어절 요 성인 정안 고 삭제 니요 불케 명절 끼 미성 나이 미성 내 불이익 야합 요 사랑 아스 사랑 정부 사회 여성 잘못 고을 야합 이슬람 결혼,1
5,최고 느낌,1
1,모드 진동 발,0
4,신고 무조건 제한,1
3,로그아웃,0
1,버그,0
4,탐방,1
3,허락 업 그룹 차단 법좀,0
5,말,1
5,욕 셈 랙 만 말 셈 셈,1
5,내 가장 최고,1
4,광고 창,1
1,결제,0
1,이모티콘 본인,0
5,멀티 프로필사진 배경 히스토리,1
1,계정 정지 정지 계정 정지,0
5,삭제 느므좋아,1
1,실행,0
1,업로드,0
2,제한,0
5,이모티콘 무료,1
3,삭제 방 삭제,0
4,접 수시 숫자,1
5,컴퓨터 옴,1
5,문자,1
1,안,0
5,,1
1,안드로이드 역시 사용자 편의 돈 기업,0
1,중지,0
5,,1
5,특수 임무 대대 출석 채,1
1,장비 업체,0
1,뷰,0
2,운영,0
5,아유 어유,1
5,방 하단 정도,1
1,메시지 삭제 왜만듬,0
5,차단 일시 후 사라,1
4,전송,1
3,핸드폰 분실 내 계정 대문 하나요,0
1,점점 용감 국민 메시지,0
5,제일,1
5,남녀 노소 수,1
5,통해 지인 유익,1
1,선물 오류,0
1,홈페이지 바로가기,0
1,와이파이,0
5,,1
3,랙,0
5,항목,1
3,완전 삭제,0
1,로그아웃,0
5,상대방 방법,1
4,,1
1,다운로드 운영자 다운로드,0
1,갑 질도 운영 정책 마음 안듭니 수고,0
5,수 더욱,1
1,야호 업뎃하,0
5,발송 수 뭐,1
5,공짜,1
5,이름 이름 한국 복귀 수,1
5,,1
4,방 하단 고정,1
5,,1
5,무료,1
4,,1
5,생활 일부분,1
3,스티커 오류,0
5,소통 니,1
2,튕겨,0
1,전 순,0
4,더니 가안 요 답글,1
5,,1
5,신속 주심,1
2,,0
4,,1
1,해킹 정지,0
5,,1
1,처음 뎃 잡 은방 가설 경고 삭제 오류 포기 오류 날 라가,0
1,,0
5,말 전달,1
4,상용,1
1,제대로 달라,0
1,글씨,0
1,방 오류 처리,0
4,익숛하 매우,1
1,저번 처럼 탈퇴 이메일 탈퇴,0
5,,1
1,오류,0
5,,1
1,업 트 껏 키 삭제 머,0
1,,0
1,폰트 창 폰트 노안 폰트 기분,0
5,핸드폰 어머니 정도 쯤 계정 비번 안나 데 이모 생일 선물 말,1
1,오류,0
5,아이디 그거 아이디 못,1
5,정보 보고 감사,1
2,멀티 관리 제대로 하제 씹덕 뻔,0
1,광고,0
5,말,1
3,삭제 뭐 문제,0
4,,1
5,전화 이야기 수,1
5,온라인 인지 오프라인 인지,1
1,대체,0
4,할로윈 최신,1
3,요 오늘 하루,0
3,계정 영구 삭제 방법 가입,0
5,다른사람 교우 관계 수,1
1,발상 입 짤 라라 망,0
5,건강,1
5,선정 딸 고양이,1
1,알람 저절로,0
1,복구,0
3,구글 정책 관련 불가 스토어,0
1,자애 긔겅듀 아이디 발송 엊 짓 도안 햣 월일 정지 바 잔나,0
4,선물 결제 수단 무 통장 입금,1
3,연결,0
1,방향,0
3,거래 어띃해,0
1,,0
5,공유,1
4,내 메시지 삭제,1
5,전화번호 등록,1
1,늘 소식,0
1,정지 개월 개월 정지,0
1,오류로,0
5,거듭,1
5,생활 바꿈,1
1,오늘 뭐 맘 메신저 이건 뭐,0
1,갤럭시,0
3,이미지,0
1,쓰기 억지로,0
1,사촌동생 임시 정지 먹음 오토 마우스 런가,0
4,모든 마음,1
1,접속,0
4,,1
1,그게 그대로,0
1,제일,0
1,좀렉좀 속보 렉 섭종해,0
1,프렌즈 제이지,0
5,맘,1
5,홈페이지 최신 버젼 되넹,1
5,,1
5,소통,1
1,방 테러 단 뭔가 도배 렉 코드 뿌리 죄 방 도배 영정 땜 죄 방 하루 테러,0
1,시월 레,0
1,다해 불편,0
5,,1
4,,1
1,개별,0
5,단연 최고 말 필요,1
5,세상 소통 한국 라면,1
5,역시 짱,1
5,,1
5,바둑 바둑 바탕화면 설칫 난 오늘 바둑,1
5,선택 비공개 무조건 필요,1
1,광고,0
3,,0
1,,0
5,,1
1,별하나 개인정보 유출,0
4,,1
2,서버 데이터 저장 한국 한계 서비스,0
1,양심 싸이코 컴터 양심 양심 분,0
3,,0
5,구글 계정 원래 연동 계정 계정 하나요,1
5,,1
5,소통 최고,1
3,읭 제거,0
5,,1
3,삭제 강화,0
3,어제 리지,0
5,,1
4,,1
1,스티커 나비 별똥별,0
3,버킷리스트 정기 환불,0
5,,1
5,,1
5,통화 돈,1
5,질 길이 색상,1
1,뷰 쓰레빠,0
5,,1
1,오늘,0
2,공유,0
5,,1
4,워치 방도,1
1,기종은 이모티콘 구매 데 말,0
5,최고,1
2,광고 해대 군,0
2,멤놀 자리,0
5,손,1
3,상품,0
3,활용,0
1,,0
5,얘기,1
1,캅 제한,0
1,해팅 문희 계정 탈퇴 일후 접속 달이 접속 문의 달 데 하니 오즘 선물 자도 달동 안,0
5,오우 편리 해 추천,1
1,스 와이프 겁 노인 뭐 어쩌 겁 시대 한참 뒤 패치 기업 정도 배려 심 기업 입,0
3,메시지 삭제,0
2,그린 데이터 다날 감,0
5,,1
5,진짜진짜,1
1,결재,0
1,화창 위 광고,0
1,해 뭐 국민 건 기업,0
5,쵝오,1
1,차지 업뎃좀,0
2,튕기 현상 발생,0
5,처럼 태블릿,1
1,,0
3,페턴,0
1,,0
5,편리,1
5,재미,1
3,게속 중지,0
1,분리 아이디어 상 하체 분리,0
3,오류 나나,0
1,점점 쓰레기 무거워,0
5,갤럭시,1
5,큰일,1
1,접속,0
5,,1
1,금지 신고 처리 함,0
3,창,0
5,이모티콘 도 생기 짱,1
5,표간드앙,1
2,아이폰 이벤트,0
3,문자,0
1,방 광고,0
5,걸 리뷰 보시,1
1,,0
5,말 미래,1
1,사랑 말,0
5,트 만하,1
5,,1
4,보고,1
1,정지 사유 답 도안 옴,0
5,,1
3,어제 하루 지나,0
5,,1
1,뜸,0
5,,1
4,,1
1,점점 폐,0
5,필수,1
3,렉,0
1,전 잘못 옾정 전 옾정 하루,0
5,표현 방법,1
1,,0
1,창 중간 광고 싸구려 중국,0
5,매우,1
5,최고,1
1,코로나 코드 백신 접종 등록 코드 작동,0
5,요,1
1,기프티콘 만료 일이 달도 말 방구 하여튼 돈 지고,0
1,아래 광고,0
5,일상 생활,1
3,통화 음,0
1,송금,0
1,보톡 바 별로,0
2,레걸,0
1,,0
5,삭제 원래,1
4,애,1
1,뜻 진 알,0
5,그룹 방 반장 부방 정 부방 명,1
3,비밀 스 와이프,0
5,디데이,1
5,조앟,1
1,명의 폰 명의 바 본인 뱅크 돈 못 환불 금액 계좌 방법 상담사 하루 종일 일쑤 뿐 본인 증후 상담 이야기 내부 정책 탈퇴 답변 데 그동안 구매 이모티콘 키키 관련 기록 초기 건 라라 디자인 명의 본인 변경,0
5,태블릿 개발 부분,1
1,자주,0
4,백장 찾기 불편,1
1,서버,0
1,알람,0
1,전화번호,0
1,선물 충전,0
4,,1
4,서로 연락,1
2,번 시도,0
4,대중,1
1,,0
4,음 안,1
5,안 데이터 키 세영,1
3,안드로이드 태블릿,0
4,계정 로만 계정 요 이모티콘,1
1,최신 전이,0
5,소통 수,1
5,대한민국 최고 기업 성공 축하 응원,1
1,해외 해외 유심 어보 이용자 보호 조치 뭐 겁 회사 업무,0
1,자체,0
5,,1
1,라이트,0
2,중지 팀,0
4,,1
5,쓰기 편안함,1
4,탱쿠 앞 먾은것,1
5,소통 수,1
3,삭제 예전,0
5,해킹,1
1,절 신고 고해 신고 죄 일간 말 요하 학교숙제 때매 자료 정리,0
2,계정 해킹,0
3,편의점 상품권 잔액 남아 선물 계정 동의 밑 동의 계정 위 하얀색 일주일 만해 개인 보안 계정 역시 조치,0
1,팬 봇 수 뭐 겁니깤 규모 방만 쓰레기 방 이건,0
3,공유,0
1,엄마 애 안해,0
5,체팅방 암호 해,1
5,밖 안나,1
2,먼저 이용자 제한,0
3,신경,0
4,매우,1
5,메신저,1
4,기 아이폰,1
1,통화,0
1,무거 라인 라이트 출시,0
1,돈 삭제 임,0
3,자꾸만 다운 요,0
5,정보 공유 무료 항상,1
5,말 필요,1
4,,1
4,갯수,1
5,통화,1
1,첫 칸 안나 초기 껏 해,0
5,최고 섯,1
2,광고,0
1,광고 뭐 가입 유도,0
1,갤럭시 폴드은왜 패치 안해 주시 요,0
1,떼 새끼 걸,0
1,로그 이메일 주소 요,0
4,음 그룹 콜 명,1
1,실행,0
5,공유 제일 곳,1
5,기가바이트,1
1,최악 불통 결과물,0
1,,0
4,항상,1
1,트,0
3,,0
1,와카 옾챗 어쩌잔거,0
5,늘,1
1,쯧쯧,0
5,빡 대가리 최고,1
1,이안,0
5,,1
1,안드 멸시 안드로이드 태블릿 갤탭 예외,0
2,요,0
2,값,0
1,쓰레기 안함,0
5,편,1
5,,1
5,늘,1
5,평생,1
5,분 수,1
4,,1
3,크기 어째 갈수록 페북 처럼,0
1,,0
1,햐,0
4,삐 쓰기,1
2,카카 옥톡 업그레이드 선불 쫌 처음,0
1,창 창 광고 베,0
3,화질,0
4,상대방 지식 정보 전달 용의 지식 공유,1
3,난 그게,0
5,조치,1
4,바라바 라바 슝,1
5,모든 매우 만족 임,1
5,,1
1,욕 정지 선,0
1,중단 가요,0
1,종료 팝업 뜸,0
5,사랑 행 고욤 방 말 데 튜,1
1,규칙 위반 도 한적 정지,0
2,송금 버튼 눌리 실명,0
1,갑작,0
1,도안 이용자 보호 조치,0
1,,0
5,꼭 데이터 기,1
1,전화번호,0
2,최신,0
1,디 초대 무조건 거부 회사 업무 삶,0
4,업뎃되면 컴퓨터,1
4,뭐 평가,1
3,거절 옵션,0
5,,1
1,뷰 병맛 세번 삭제,0
5,가장 앱임,1
5,,1
5,용의,1
1,졋더,0
1,선점 효과 시장 주제 개선 개발 문어 발 확장 국민 고혈 빨 매국 기업,0
4,그룹 콜,1
1,사기 정지,0
1,정지,0
5,,1
5,점점,1
5,,1
5,,1
5,,1
5,,1
5,명 수 도 수 타,1
3,원래 슬라이드,0
1,용제 제후 의도 안도 뭘 쩌 겁 업무 회사 말,0
4,쓰기,1
1,게임 억 환불 요청 러쉬 고객 무시 배짱 열사 본사,0
1,수 가요,0
4,음 전 월일,1
1,자주,0
2,,0
1,,0
1,다음카카오 비호감 매우 상승,0
