score,filtered_nouns_str,label
1,어젯밤 오늘 아침 접속 종료 답장 방 거기 뒤 가기 튕깁니 카카오페이지 현상 발생 일인,0
1,정지 기준 삭제 함 뭐 어쩌 이모티콘 무료 달 정 중앙 광고 뭐 잘못,0
3,걸 말 요 점 추천 뭐 명 요 캐릭터 상극 실 프로도 보 살짝 정이 인기 보 추천,0
1,점 개인 아이패드 멀티 디바이스 지원 좌우 스와이핑 대화방 처리 만 좌우 스위핑 지원 과거 안드 스위핑 복구 무거 광고 남 대화방 통합 관리기능 부재 해외 왓츠앱 텔레 그램 비교,0
1,상단 편의 제공 가끔 자극 글귀 보 변경 고민 드,0
1,갤럭시 상대방 번 반 이상은 안 수가 끈 상태 상태 마찬가지 여러 시도 해결,0
1,버그 공지 버그,0
1,광고 위치 크기 개수 극혐 대기업 독점 문제 거구 앞,0
1,보이스 안나 최근탭 안나 해당 자체 보이스,0
1,중요,0
1,태블릿 차별 태블릿 휴대폰 나머지 모바일 동작 개발자 입장 제한 사용자 선택 수 옵션 굳이 태블릿 제한 이해,0
3,프리징 자주 버튼 터치 프리징 분동 안 실행 오류 개선 갈수록,0
1,영상통화 눌려 창 그다음,0
5,미디어 파일 정리 초대 거부 행동 반복 중이 메시지 창 초대 거부 해제 수 방법 위해 파서 전원 계정 참여 방법 사례 실수 위 초대 거부 해제 관심 신지,1
4,그룹 만들기 전화번호 그룹 핑 해 래야 이름 걸 상태 그룹핑안 가늠 수,1
2,폰 영상 정상 통화 증상 폰 문제 최신 증상 반복,0
5,음성 세용,1
1,최악 요 광고 정도 이해 칸 칸 제일 상단 부분 광고 부분 건 기본 제공 서비스 부분 광고 노출 점점 사용자 입장 방법 칸 상단 광고 분 머릿속 진 광고 료 대한 인식 광고 료 번 사이사이 광고,0
5,얍 기록 초기 그게 저장 유튭 링크 어제 실수 폰 로그 폰 로그 서랍 다행 초기 초기 점 점 드릴,1
2,리뷰 안 꼭 챗팅 개수 요청 문제 자체 적기 약 정도 개수 광고 광고 점 광고 이요 꼭 긍정 답변,0
2,창 답장 방 용이 창 답장 전송 상태 고요 최신 도 챗봇 실행,0
2,알람 문제 생기 합 알람 문제 알람 피해 아래 문제 해도 슬슬 짜증 제대로,0
2,요소 점점,0
4,듀얼 워치 폰 듀얼 알람 시 이름 미리보기,1
5,도 소통 숫자 숫자 답 상처 꼭,1
1,방장 방 합 종료 유예 기간 미처 대응 전 방장 방도 유지 수 원상 복구 갑작스레 방 수,0
1,방 오류 옆 안 스 크롤 옆 진심 메신저 대중화,0
4,유저 요 게임 막 리안 게임 장점 게임 플레이 그룹 방등 단점,1
5,뭐 항상 달 쯤 전 가끔 주일 번 꼴 화창 버튼 다운 강제 종료 실행 작동 재부팅 작동 기종은 갤럭시 노트 자급 폰,1
1,배경 배경 직접 글씨 서체 폰트 적용 건 아이러니 내 기본 폰트 서체 서체 적용 노 느낌 도대체 뭐 내 휴대폰 자체 적용 폰트 서체 미스테리 통일 감 폰트 돈 산 게,0
4,개선 멀티 직장 가족 뿐 멀티,1
1,쓰레기 실험실 밀면 밑 도 관심 키 워드 창 걸 방 영역 방 사이 광고 만행 게 대기업 게,0
1,오늘 아침 강제 종료 현상 발생 문제 폰 가나 통 제거 재 게 몇번 처음 드갈 땐 두번째 접속 강제 종료 패턴 진행 상황,0
3,원래 워치 여러 수 후 안 핸드폰 못 저장 이름 가요 원래,0
5,화거 비밀번호 전 기록 계정 아이디 비밀번호 저장 저장 수,1
4,꼭 제안 방 상단 고정 제한 도 필요 정도 조정 보기 방 메인 수 방 하단 고정 수 보기 방 스트레스,1
1,사용자 가지 점 이모티콘 선물 수 게 발전 예전 이모티콘 선물 안 실제 계정 답글 꼭 이모티콘 선물 수,0
3,한가지 점 녹음 녹음 난 후 이야기 알 길이 녹음,0
4,모든 후반 좀더 용어 항상 친지,1
5,방별 정도 단계 조절 팝업 팝업 팝업 진동 요 대한 방식 직관 걸 별도 팝업 가능 요,1
1,상단 처리 답장 눌려 들락날락 거리 데 숨기 하자 미리보기 전이 느낌 뭐 실험실 걸 로라 메시지 삭제 상대 하니 전 사용자 위해 전 삭제,0
5,항상 상단 고정 아래 로라 연락 가지 보지 예시 거래처 아래 수 듯 개발자 파이팅,1
5,자체 수 여러가지 한가지 건의 메시지 단체 대화방 메시지 글 보고 건의 사항 시행,1
2,서버 잼 발라 안내바 전송 요,0
4,건의 사항 갤럭시 노트 라이트 모드 다크 모드 서로 자동 전환 모드 대해 창 배경화면 수,1
5,유저 새 폴더 수 광고 방 삭제 광고 공 구분 업무 용 폴더,1
3,사기 해킹 계정 임시조치 계정 임시조치 계정은 못 계정 문제,0
1,방 삭제 방 한적 복구 백업 해 기억 가족 백업 방 한일 여태껏 적 대략 며칠 전 답변,0
1,매우 길 중 전화기 컴퓨터 실행 방식 전화기 실행 뿐 문제 전화기 결론 인 스마트폰 벌레 매우 방식 개선 극히 요하,0
1,강제 분리 선택 분리 수 뭐 강제 광고 중간 광고 보기 이동 편의 위 분리 선택 수,0
5,확장 멀리 지인 선물 송금 도하 경로 보임 뭐 직관,1
1,문구,0
5,펑 노래 뭐 인스타 페북 처럼 노래 펑,1
1,얘 부분 복 부탁 굳이 분 특징 폰 볼때 일이 제일 부분 복 부탁,0
4,크롬북 국내 교육 시장 안드로이드 태블릿 멀티 지원 크롬북 멀티 지원,1
4,다크 모드 눈 다크 모드 채팅창탭 수 밤낮 테마 과정,1
3,뉴스 차단 기사 자극 기분 안 기분 안 세상 보지 업무 일상 중 옆 뉴스 수 손 가게 손 대지 뉴스 자체 광고 수입 유저 배려,0
5,행동 임시조치 욕설 상대방 먼저 패 드립 기분 주 요점 실수 임시조치 채 요 못 주소 수 도 쇼,1
4,연결 불 안정 리좀 순 상대방 목소리 띠링띠링 커서 연결 통화 알람 음 끌 수,1
4,업그레이드 게임 별 게임 게임 공지 알 수 해 업그레이드 게임 별 솔리테어 미니 게임 당황,1
5,트로피 원숭이 알 차단 트로피 대방동 트로피 대방동 원숭이 차단 트로피 원숭이 원숭이 습 꼭 개발,1
3,무척 별개 건 옛날 고요 통화 무제한 분 알 미기 제한 하랍니 점 건 노력,0
2,방 숨 위 아래 스 크롤 도저히 분,0
4,함 알람 방 방 구별 수 전 좌우 스크롤 메뉴 수,1
5,최고 메신저 가끔 점도 알리 방 비밀 방 자체 수 말,1
1,막 고 임시 보호 조치 겁,0
3,건 노래 노래 걸 터치 가수 이름 노래 제목 오류 예전,0
1,의지 무시 자동 시작 삭제 원래 계정은 그대로 대화방 복구 못 하나요 애초 업그레이드 뭘 복구,0
4,간다 점 이모티콘 점 새 핸드폰 사고 걸 역 전 나머지 싹 주의 문구,1
2,최근 안 중지 메시지 종료 대응,0
5,유저 디데이 수 가지 단점 디데이 가능 분 전 삭제 연속 삭제 잼민,1
1,갈수록 적 말 앨범 저장 방내 저장 내 걸 흠칫 고 버그 의도 처음 점,0
1,모바일 렉 실행 지속 문제 발생 전원 시작 번 재시 도해 못 키 분 문제점 해결 가요,0
2,배경 비율 조정 수 화질,0
4,아늬 좋슴다 게임 하숙집 남자 게임 캐릭터 매우 현석 그것 매우 리얼 캐릭터 머리 스타일 헤어,1
1,광고 하필 맨 상단 핸드폰 입장 짜증 이나 밑 기분 위 자주 위치 고정 차단 을해 광고 작정 광고 점점 갈수록 맘,0
1,광고 점 옾정 단점 장점,0
4,기존 그룹 통화 률 재 접속 통화 스피커 외부 스피커 블루투스 인식 증상 카메라 자주 끈,1
3,상대방 탈퇴 대화방 자체 상대방 이해 내 가요 가보 상대방 탈퇴 가보 정도 백업 파일 도 다운,0
4,방해 금지 모드 불규칙 밤 시간대 방해 금지 모드 방해 금지 모드 멜로디 불규칙 밤잠 제대로 문제 음 방해 금지 모드,1
2,초 디자인 뭘 디자인 전공 학생 디자인 글자 눈 예전 추구 눈 부담 슬라이드 옆 뭐 됫 글 못 쓰깄네,0
3,업뎃이후 알람 알람 알람 실시간 그것 상황 칠만 해 항상 수고,0
1,모바일 폰 로그아웃 모로 휴대폰 땜 로그아웃 못 삭제 제대로 백업,0
4,최근 음 음으로 메시지 음 음 원래 당황 금도 음 폰,1
4,모든 배경화면 적용 미리보기 항상 배경화면 선택 실제 확대,1
1,해 다크 모드 어제 방 배경 기본 설 오류,0
1,인스타 페북 남 활 자의 조정 수 이건 뭡 강제 영향력 만큼 노출 기분 보고 막 퇴보,0
5,가지 내 폴더 정리 처럼 그룹 정리 수 안 요 학생 온라인 개학 관리 직장인 회사 관리 수 번,1
1,고객 센터 문의 앵무새 답변 아시 방 강제 용도 방 볼때 번 문의 답변 방법 정상 핸드폰 방 재정 신입,0
3,리뷰 편 워치 액티브 마지막 방향 압데이 워치 원안 달라 말 워치 해결 지원 방식 해결,0
1,가끔 누군가 알람 오류,0
4,대화방 신고 하단 누르기 상황 신고 분리 순서,1
1,점점 기존 벨소리 로간 기존 모에 점점 점점 쓰기 개발 개뿔 쓸모 개별 서비스 보호 서비스 개발,0
4,가끔 최근 저장 안 현상 번 정도 반복 보고 폰 문제 서비스 영향,1
5,의견 주말 엄마 매일 화상통화 어른 폰 수 카메라 넥플릭스 동영상 볼때 터치 작동 활용 시 시어머니 눈치 통화 수,1
1,핸드폰 뿌셔져 패드 폰 역 못 원래 로만 가요 그대로 수 역 포기 로그 예전 가면 전 역 못 상황,0
1,업뎃후 문제점 상단 창 최근 확인가능 방해 금지 모드 무음 충돌 전화 시 옮,0
3,상태 등록 공개 등록 불 특정 개인 상태 볼 수 범죄 사적 무단 도용 보이스 피싱 사기 사생활 침해 논란 불 특정 범죄 노출 위험 실직 피해 수,0
4,방 분리 실험 자체 시인 정 방 분리 이전 처럼 드 수 듯,1
1,예전 방식 개발자 본인 보고 쇼핑 보기 초창 처럼 스 와이프 방식 이동 어째 고객 파악 이쯤 일부러,0
2,뮤직 렉 안 화질 안,0
2,생기 미리보기 자동 답장 단어 치면 조르디 링크 정신 의도 치 명령 수행,0
1,고객 문의 장식 문의 한지 달이 답장 정지 숫자 뭐 장식 운영 이따 구로 점도,0
1,서랍 플러스 업로드 중 기 된거 실화 인터넷 환경 서랍 자체 업로드 속도 느러터짐 핸드폰 교체 분 팀 서랍 플러스 손 듯,0
1,주소록 접근 권한 필수 아이디 이메일 방법 주소록 전화번호 강제 법칙 주소록 접근 권한 선택 권한 주소록 아이디 경쟁 제품 참고 이용자,0
1,못 컴퓨터 휴대 용 컴퓨터 문제 해결 휴대폰 문자 기프티콘 주 안 연장 해결,0
1,단체 옾톡 투표 억지로 이동 스와이핑 는걸 삭제 그거 제일 밖 볼때 원형 안 분할 도형 안 프로필사진 분할,0
1,갤럭시 울트라 자급 쇼핑 메뉴 폰 먹통 모든 안 메뉴 폰 초기 후 오류 보고 해도 개선 서비스 센터 폰 자체 문제 갤럭시 분 울트라,0
1,마다 업그레이드 중 문구 강제 종료 폰 종료 켜 번 오류 마다,0
1,텝 폰 폰 걸 안해 전송 폰 해 폰 정도,0
3,항상 렉 창 역 업로드 먹통 항상 러네 데이터 인터넷 전혀 식이 가지,0
3,위젯 비밀번호 해제 수 서비스 볼 수 결제 비밀번호 입력 시스템 처음 비밀번호 해제 시스템 방법 문제 개선,0
4,요 왜인 튕기네 막 종료 문구 핸드폰 그대로 삭제 백업 안 상태 뭐 해 야합 별개 원래,1
2,배경화면 프로필사진 가운데 배경 중요 부분 대부분 요 배경화면 크기 예전 매우,0
1,방 신고 신고 방 재 입장 못 의적 게 자리 사이 신고 게 취소 뿐더러 입장 방 최소한 비책 대체 상황 부분 대해 개선,0
1,게임 광고,0
2,여러가지 수 예전 아이디 서비스 탈퇴 재 가입 수 수,0
2,옾챗 알 한참 분리 슬라이드 이동 접근성 성격 느낌 점 라면 일반 수가 구분,0
3,방 분류 정리 수 폴더 형식 처럼 워낙 방 자주 방 찾기 방 상단 고정 한계 폴더 형식 방 분류 수 사용자 입장,0
3,통화 렉 통화 목소리 알람 고요 가끔 통화 보,0
5,익명 소통 지인 소통 전화 전화 데이터 와이파이 빵빵 데 이모티콘 네트워크 이모티콘 구매 덕분 구매 못,1
2,삭제 제대로 분 메신저 보기 껄끄럽네 개인정보 보호 어필 개인 삭제 수 게 안 수 건 의사 전달 비 효율,0
1,점 최대 갯수 궂 개정 도로 서버 안정화 서버 로딩 영상 업로드 로딩 서버 차단 차단 을해 차단 한상대 차단,0
3,현재 노트 관련 문의 답장 임 불구 창 고정 문제점 안정화 문제 충돌,0
2,광고 업데 별로 글 예전 수 업데 광고 배너 광고 광고 유무 선택 광고 혜택 창,0
1,중 창 사이 무분별 광고 창,0
3,마지막 일이 전 특수 꼰대 그게 아이폰 적용 폰 종 그거 적용 수,0
5,데 분 뒤 안 해주셧으 상태 글 자수 제한 마음껏 몇개 부탁,1
1,광고 눈 사이 광고 입 안 광고 멀티 카카오페이지 거지 계열 디자이너,0
1,분리 의견 상 하체 분리 다해 수고 로움 분리 함 발전 걸 못 잘만 선택 수 걸 선택 헛 짓거리 해 꼴 혁신 미래 주주 로서 실망 분리 선택 수 해주 쇼,0
1,실컷 즐겨찾기 칭구들 순서 정리 멋대로 순서 뒤죽박죽 즐겨찾기 순서 내 거늘 전 업뎃시 즐겨찾기 칭구 정리 건 건,0
5,핸드폰 점,1
3,유저 전 네트워크 장소 방 데 방 안 프라이버시 서버 삭제 막 해,0
5,한가지 의견 말 그룹채팅 방 배경 움짤 도 수 수,1
4,표시 막상 항상 바탕화면 안 표시 전 가지 도 동일 현상 반복 해도 동일,1
1,중 광고 시작 광고 항상 상단 하단 사이 랜덤 존재 광고 배너 중 치 게 이해 수 배너 방 과정 실수 유도 처사 보이지 사용자 편의 전혀 고려 채 유저 돈 위 수단 어플리케이션 팝업 하단 상단 배너 통해 광고 배너 번 적,0
1,뭐 뭐 프필 모양 별 상관 해논 불편 자주 카프 부탁 지인 못,0
5,중 잘못 수 제일 상대방 상대방 상대방 상태 창 개인,1
1,탭용 동기화 자동 동기화 바라지 직접 동기화 버튼 뭐 어쩌 직접 등록 핸드폰 자동 등록,0
4,보이스 렉 번 보이스 렉,1
3,점 기존 돼지 비밀번호 도움 이모티콘 돈 썻 피해 보상 점 이점 꼭 외 가끔 버그 재 전송,0
5,상상 항상 최근 문자 대체 개인 메시지 문자 점 듭니 개인 채널 분류 수,1
4,보이스 음량 이어폰 귀가 바깥 주변 피해 주지 위해 기본 크기 자체,1
4,한계 옛날 말 울 요정 사서 한계 예전 유저 수 점,1
1,방 광고 놈 조치 취할 수 방법 마련 차단 외 신고 수 방법 신고 아이디 차단 단기간 아이디 반복 못 손 이건 스팸 허용 수,0
3,내 전화번호부 저장 자동 차단 남 정보 비공개 젤 문제,0
4,알 온라인 표시 점도 갤럭시 폰트,1
5,사용자 위해 아이디어 노력 모습 갈수록,1
4,뱅크 비번 비번 변경 변경 단계 숫자 터치 자체 폰 개선,1
3,온 알람 거절 해도 통화 후 일이,0
2,하라 플레이스토어 버튼 해도 버그,0
4,배경 비율 해결 가운데 부분 만하 확대 못,1
1,탭별 게시 글 스포츠 채널 별로 뷰 채널 보기 방식 창 부분 네이버 안,0
5,펑 초도 폰 폰 옛날 폰 건,1
5,자체 보이스 단체 런가,1
4,결제 최근 오류 개선,1
5,상대방 문자 예기,1
4,방 채팅봇 거기 자동 반복 요일,1
5,문자 더욱 수 문자 제한 인터넷 수 문자 수,1
3,방 색깔 변경 점 건의 뭔가,0
1,완전 쓰레기 고해 오류 알바 몇개 내 인생 최대,0
1,최악 광고 더니 진입 광고 표시,0
3,옆 네모 삭제 수,0
1,창 내 위 광고 배너 중간 광고 박아,0
3,안 핸드폰 권한 자체 체크 게 진동 하나요,0
3,오른쪽 최신 전혀 안 원래 별개 별 점점,0
5,자체 매일 화질 얘기 부탁 멀티 엽,1
5,처음 갈수록 업그레이드 노력 이모티콘 멀티 항상 그룹 별로 응원 앞 업그레이드,1
1,생체인증 팝업 참고 업뎃전 잘만 오류 오류 핸드폰 자체 터치 몇번 빨 리좀 원래 복구,0
1,최신 버튼 플레이스토어 뭐합 버튼 삭제 최신 하라 가요,0
4,문자 숫자 개발 요,1
5,비 폰 전송 분 폰 고급 메모리 저장 공간 위치 카드 기본 스토리 지로 요 버그 기본 관리자 공지,1
5,프롤필 삭제,1
1,핸드폰 게임 방 단체 단체 옛날 옛날 예전 참고 말,0
1,근래 쯤 된거 핸드폰 문제 라서 런가 개선 중요 메시지 하루 종일 분 분 노릇,0
5,건의 그룹 별로 지정 수 휴대폰 연락처 그룹 별로 수 특정 집단 연 퇴사 일일 차단 등록 번 처리 수,1
1,확대 축소,0
1,현재 노트 종인 호환 주로 몇몇 방 못 이전 방도 못 하라 데 스토어 몇번 버튼 안 직접 뭐 색종이 클릭 수도 뭐 어쩌 말 폰 처지 백업 호환좀 폰 리뷰 태블릿 안 호환 리뷰 안 태블릿,0
4,유저 모바일 태블릿 전혀 매우 태블릿 처럼 모드 가장 메신저 개발,1
1,뮤직 저장 노래 곡 초기 일일 가끔 지정 논 노래 저장 노래 당황 점좀 오늘 오전 시나 쯤 댓글 논 댓글 요,0
1,광고 광고 창 광고 달,0
3,벨벳 창 딜레이 메시지 불구 상태 기존 상태 그대로 창,0
1,오류 내,0
1,메시지 알람 전시 온 오후 알람 메시지 온 줄,0
1,평점 준 초등학생 분 보통 게임 통화 보톡 게임 통화 그거 부모님 별로 허락 보통 자주 애용 게임 꼭 특정 게임 그거 가끔 게임 을해 안나 평점 답장 이점 평점 평점 게임,0
1,특성 듀얼 넘버 핸폰 가지 더니 용제 몃번 보호 조치 핸드폰 용제 몃주 가입 증몀 서도 몃통 답변 말 접속 젠 방구 대책 마련,0
1,방 광고 선택 시 음 안내 광고 노출 평소 광고 안나 안내 광고 노출 안내,0
3,판 수 글 시험 공부 길 새 인스타 만이 이건 가장 관심 스포츠 분야 제일 앞 최대한 안 노력 스포츠 박사 전국 모든 학생 개발자 요,0
1,선 리뷰 와이파이 칸 프로필사진 려고 버퍼링 데이 터키 프로필사진 번 무열,0
5,소통 방도 방 개수 덧 항상 프필 고치 못 방 수 개수 의견,1
4,음 말 요전 한가지 별개 메시지 삭제 삭제 예전 메시지 삭제 순간 삭제 일이 요,1
1,정지 사칭 정지 뭐합 정지 옾챗 관리 안,0
3,뉴스 매일 뉴스 비교 의식 피해 의식 돈 좀더 뉴스 메신저 지인 연락,0
1,뉴스 선택 수 개인 뉴스 편이 뉴스 볼 메신저 이하 뷰 자체 뿐 더러 치 정보,0
3,부가 라이트 출시 시급 후 버그,0
5,유저 데 방 분 부방 방장 랬습 문제 문의 오류 답장,1
5,부방 수 옾챗 그룹채팅 표시 가능 한지 외의 훨싼 만족,1
4,메신저 이야기 계정 처음 일상 후 화물 요금 투자 유도 이야기 의도 신고 절차 강화 바램 외,1
3,원본 파일 만료 추억 원본 파일 만료 볼 수도 저장 폰 리뷰 점 개선 점 답 답글,0
1,여요 뭐 가문 젠 회색 다른사람 만 핸드폰 문제 방 보기 그대로 다른사람 컴 플레인 패치 공지 당황,0
1,뮤직 해도,0
1,무거워 지고 기본 짐 문자 메시지 온 건 와이파이 데이터 채 서비스 상태 메시지 뜸 부팅 몇번,0
4,그룹 생 래야 동명이인 분류 찾기 차단 일일 클릭 명 관리 위 한국 대부분,1
1,무음 원래 폰 전화 벨소리 음 안 폰 자체 무음 진동 못 휴대폰 자체 보톡 걸 스트레스 절대 안 게 이해 불가,0
5,불편 사항 한가지 방 샵 맞춤법 검사 키 보드 상태 공유 버튼 보 검사 공유 버튼 먼저,1
1,새로고침 오류 핸드폰 재부팅 방 금전 자주 자주 오류 오류 안나,0
1,방 분리 도대체 건 가시 성도 중간 광고 미관 보기 인력 낭비 정도 무용 이전 롤백 처음 요,0
1,은 한가지 안 점 핸드폰 변경 대한 방식 횟수 해 횟수 해,0
1,완전 별로 창 크기 수도 해 예전 말풍선 자동 화창 제일 상단 무조건 스크롤 점도,0
2,원래 옵션 일반 창 잘만 보고 터치 굳이 난 내 밑 정신 카카오스토리 카카오스토리 원래 분리 사용자 옵션 키 수 개발자 사용자 피드백 듣기,0
2,지문 인식 창 굳이 필요 땀 지문 인식 것때매 취소 비번 원래 장금 대기 굳이 창 점 개선,0
2,보이스 대한 문의 보이스 키 가끔 음성 필터 음성 필터 버그 상치 목소리 문의 버그,0
5,점 글 개인 갯수 편 갯수 점 살짝 듯 해,1
3,포스트 볼 정보 후 시도 게 포스트 보기 뒤 가기 번,0
1,쫌 실망 요 이미지 방향 저장 제한 저장 저장 전 게 법도,0
1,최근 태블릿 자동 분할 보기 돌이 사용자 직접 분할 유무 수,0
4,참여 중인 일반 방 자주 방 원래 참여 중인 방 일반 볼 수 해 수,1
4,평소 간 적 상태 팝업 뱃지 숫자 수동 메시지 제일,1
5,이모티콘 광 말 임티 포인트 정도 이모티콘 플러스 이모티콘 한해 되엇으 축하 이모티콘 샵 임티 작가 자체 찾기 합,1
2,가끔 뭐 방 정 정 방 안 분 정지 그동안 못 말 방 전 별로 방 방장 부분 점 개도 정 말 달라 그게 정지 걸 방 안 분,0
4,다른사람 점 파란색 색깔 별로 핑크 색깔 위 단점 평생 답글,1
5,정보 공유 수 해 주시 감사 저가 점 정보 보관 수 해 핸드폰 어제 수 바램 글씨 한문 수 이해 애매 뜻 구별 명확 해 지기 사용자 건의,1
1,후 핸드폰 종마 비율 달라 대로 종 보이지 나름 신경 겹 크게 뒤죽박죽 개선,0
1,선물 함 메신저 창 상단 광고 창 보고 메신저 만이 이건 글 상황 이건,0
3,인식 바,0
1,부분 정지 납득 점 제대로 설명 주시 방 말 정지 정지 납득 무조건 정책 위반 정지 납득 하라 정지 답변,0
4,무료 테마 다운로드 별로 이모티콘,1
3,가지 요청 사항 리뷰 내 걸 남 게 못 그것 끌 수 내 안 남 안 점 실시간 위 게 방 방 만큼 수 그룹 채널 사용자 지정 분류 옆 게,0
1,옾챗 허위 신고 정지 동영상 앞 부분 앞 부분 음성 더빙 팀 편집자 활동 영상 피해,0
1,난후 사진첩 저장 갯수 윽 네이버 클라우드 부분 비 효율,0
1,동영상 버튼 클릭 시 응답 음으로 분 가량 먹통 뒤 튕기 현상 개선 번 마다 개선 폰 기종은,0
4,텍스트 프로필사진 겹 폰 문제 문제 부분,1
4,아이돌 덕질 유저 장 일일이 한장 한장 장 클릭 배경 수,1
1,배경 뮤직 스티커 기념일 클릭 점 런가,0
4,표시 표시,1
1,전화 블루투스,0
4,자체 타자 못,1
1,펑 필요,0
3,살 살 어린이 유저 점 가족 가족 전화 이모티콘 경험 뭐 생일 피치 중간 점 말 을해 그동안 악플 을해 기분 말 커플 라면 남친 여친 솔로 어째 짫 글,0
2,계정 남아 초기 현재 수 상황 어쩌 안 기록 기록 복구 수 먼저 수 가요 내 답변 습,0
1,엘지 리뷰 엘지 폰 제대로 작동 시작 몇번 고 이모티콘 치중 기술 부분,0
1,워치 네트워크 오류 라면 대시보드 만 시험 테스트 해도 불편 사항 프로토타입,0
4,한가지 개선 음 직접 녹음 걸 직접 녹음 녹음 라면,1
1,헛 웃음 안 내 테마 챗창 원래 윗 밑 머리 진 원래 해 첨 오류 보고 재부팅 예전 달라 원래 멋대로 원래,0
3,차단 대해 해킹 순식간 삭제 차단 결벽증 걸 말 삭제 양 말 삭제 이점 개선 보완 쓰기 어플리케이션,0
1,금일 상대 저장 도대체 버그 주변인 여러가지 실망,0
1,은근 슬적 광고 쪽 광고 창 광고,0
5,차단 주소,1
4,세 정도 카드 세 열 무음 수 차단 삭제,1
1,창 분리 선,0
3,해외 사용자 후 기 일시 페톡 중 자동 종료,0
1,도대체 버그 안정 개선 별 개도 주기 보안 똥 접속 접속 최소 번은 강제 종료 반복 접속 그동안 안온 문의 답 어쩌란건 불만 제대로,0
5,한가지 디데이,1
2,매우 영역 조절 프로필사진 영역 영역 투명 도나 밝기 구분 무조건 크기 조절 축 축 길이 고정 수가,0
4,갤럭시탭 문제 아이패드 갤럭시탭 동시 태블릿 꼭 공부 작업 동시 파일 전송 젤 개선 태블릿 사용성 꼭,1
4,뭐 건 핸드폰 하필 이면 저장 수 곳 저장 몇개 그대로 회전,1
5,태블릿 모드 방 한쪽 어쩌면 파트 오른쪽 기본 나머지 파트 왼쪽 컨트롤 수 수도,1
2,만들기 위해 진행 기존 가지 더욱 개인 가지 엠피 음악 파일 파일 엠피 음악 파일 마음 공유 파일 일일이 이건 유료 구매 유도 개인 음악 파일 공유 기존,0
3,뱃지 관련 질문 음악 책 영화 문제 책 영화 제목 해도 창 회 색깔 수 상황 드네,0
2,서로 목소리 도안 하루 게임,0
1,안 디데이 상태 메시지 배경 안 와이파이 데이터 문제 비 엽사로 시일 내,0
1,편이 돈 통장 송금 진심 별로 막말 원래 다운 그레이드 화창 칸 별로 은것 옛날 정신,0
2,방향 저장 저장 저장 창 진짜진짜 세상 제일 불편,0
1,카카오페이지 결제 선택 결제 창 실행 중지 뒤 창 이오 방 수 홈 중지 카카오페이지 삭제 후 오류 불과 간전 해도 오륜 카카오페이지 오류 폰 기종은 삼성,0
1,광고 광고 차단 결제,0
1,리뷰 뷰 불편 사항 문의 글 뉴스 최소한 내 뷰 수라도 기본,0
1,메인 광고 창좀 보기,0
1,문의 해도 반영 도 안함 정신 문의 해도 문의 방법 참고 대답 참고 참고 답변 해결 책,0
1,개발자 오늘 처음 리뷰 리뷰 차단 비공개 점 매우 차단 차단 수 상대 내 말 차단 상대방 바램 내 말 방 방 분류 방개 분류 수 끼리 개인 끼리 번 시도 못 하나요 해킹 구글 본인 계정 방법 해도 나이 신분,0
1,리뷰 변경 사항 뉴스 보기 외 칸 선 이모티콘 옆 게 밑 기존 변경 반대 자동 전 부모님,0
2,방 안 전송 안 삭제 후 접속 자체 안 하니 장애 네트워크 오류 데 네트워크 아무 문제 걸 자체 문제 네트워크 오류 얘기 실망 요,0
5,늘 세심 쇼핑 순 기존 날짜 서브 전화번호 저장 배달 배송지 선택 선택 내 신뢰 기존 서브 전화번호 저장 사생활 노출 불만 사항 부분 해소 무료 알 계 유료 상의 유료 회 결제 다달이 결제 방식 서랍 반감,1
3,방 위로 꾹 표시 실수,0
5,무료 통화 가장 글 밑 안 그게 상대방 능이 앞 추석,1
1,이모티콘 이모티콘 줄 초창 기 출시 여태 사건 서안 년월 후 리나 사운드 이모티콘 안나 해결 처리 바 요 조치 핸드폰 안나 기존 내 구매 리나 이모티콘 이모티콘 문자 예전 후 상대방 이모티콘 구매 자체 안나 이모티콘 리나 상태 프로그램 해결 처리 해결 처리,0
3,옾챗 정지 땜 옾챗,0
1,개판 기간 프로그램 월급 주자 일부러 프로그래머 돈 위해 버그 개판 장님 월급 주지 돈 능력 제로 애플 안드로이드 개쓰뤡,0
4,초대,1
1,배경 이미지 지문 인식 작업 취소 인식 위 상황 꼭,0
1,일본도 왼쪽 임 슬라이드 왜또 삭제 조사 하든 띨빡 유저 상부 개발 진 압력 삭제 단체 개불,0
1,후 스페이스 전화,0
1,돈독 데 광고 박아 쓰기 메신저 점유 율 진작 문자 버그 개뿔 광고 조만간 라인 화이팅,0
4,녹음 녹음 꼭,1
1,광고 메신저 라이트,0
1,톡를 실수 삭제 후 보안 현재 현재 전화번호 방법 테블릿 이내 분활 비 활성화 가장 대답 해,0
1,휴대폰 산지 연결 연결 하루 종일 뜸 통신사 문제 줄 데이터 와이파이 하서 휴대폰 껏 번 반복 번 반복 정도 문제 듯 페이스북 메신저 통화 땐,0
5,전송 미리보기 대체 볼 수 클라우드 클라우드 자동 모든 특정 방 저장 수 그땐 알 추억 볼 수가 돈 꼭,1
1,자체 웹뷰 웹브라우저 데이터 번 로딩 함 골백번 터치,0
5,유저 톡디 번 영어 보지 알 걸 안 잘못 부분 명 리뷰,1
4,듀얼 전화번호 계정 생 계정 주시 계정 전화번호 계정,1
